channel_id,tags,channel_title,profile_picture,list_id,view_count
UCHXErfSb_-xot_8vjruOXTg,"[Só na Conversa,Minecraft,Roleplay]",RonaldoVTUBER Ch.,https://yt3.ggpht.com/BDQVn64ZO5q-htADidBnlnpwaQavuNH_P1WQopQqQVMgtwGwgalC287TSXFqCaCEVYPBrSrU=s240-c-k-c0x00ffffff-no-rj,UUHXErfSb_-xot_8vjruOXTg,1540935
UCIFw9tbIJbqvp757482RP4w,"[Cozy,Jogos Comfy,Minecraft,Arte]",Carnival Ten,https://yt3.ggpht.com/HrVVNw6puG5m-cMYfNckdzmgt7b8jvGM-AGEE3bQEKpGMiykJ8WzDH9V1kSIcEHq0iIwLTlzgg=s240-c-k-c0x00ffffff-no-rj,UUIFw9tbIJbqvp757482RP4w,80947
UCIpRDEnKxmREtGc9VgR3gDA,"[Só na Conversa,React,Jogos Competitivos,Jogos Indies,Roblox,Arte]",🍎PUPPIE🐶,https://yt3.ggpht.com/lbENLChK17cNAeylbbD-IGRXIpjFUojjX0JvnHFzMFpu20ipM0u67KrQOgmFfEWzRAGh8MC3=s240-c-k-c0x00ffffff-no-rj,UUIpRDEnKxmREtGc9VgR3gDA,78969
UCIWPr7IWZ_rqzaYNrCx0eKQ,"[Só na Conversa,React,Cozy,Jogos Comfy,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Arte]",Charistty,https://yt3.ggpht.com/edf5LJAMQ2LDNfZ5OJDyyeFP_LFhxnNAFftc8WcuYLqgIakse1FKV--0LAKIk2G1RB1_18GcQw8=s240-c-k-c0x00ffffff-no-rj,UUIWPr7IWZ_rqzaYNrCx0eKQ,8509
UCJ48Mf8hvwqpKB0A-G2ahWw,"[Só na Conversa,React,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Karaoke]",Kurokami,https://yt3.ggpht.com/ZSRtfDUSuXxvbFKVriT-VJfsa808764Z2Ghh738FnX9t0K6har2LVMmGO1koHkVPOg_uo4dHog=s240-c-k-c0x00ffffff-no-rj,UUJ48Mf8hvwqpKB0A-G2ahWw,1186728
UCjfhMU7VPeXibObIw_eHNEw,"[Só na Conversa,Jogos Comfy,Jogos Competitivos,Jogos Indies,Jogos de Terror,VRChat]",Lynx,https://yt3.ggpht.com/61eIOOWkQxBPuQNFKHlmA9mXxgXGr0HThHIAWbVf0yztMTjGeul-EfkaMZ_08pEH43G99ejRRJ8=s240-c-k-c0x00ffffff-no-rj,UUjfhMU7VPeXibObIw_eHNEw,36927
UCjFj-mxQ-3tWuZRvpYjphxg,"[Só na Conversa,React,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft]",Corva Peregrina,https://yt3.ggpht.com/4DNvHawmgZJWwPm_patmTBxRqxFEAUSv7nSz5DY125TK6swL_Vz-zrEfxPteczpc-nqdTbit0sU=s240-c-k-c0x00ffffff-no-rj,UUjFj-mxQ-3tWuZRvpYjphxg,103535
UCjfRXykWQVDSty9_y_vWbBA,"[Jogos Hardcore,Jogos Indies]",Guster Pitaya,https://yt3.ggpht.com/VUXuHeoCLjzzJQlWRoocpV2sdcgpMq3oNbh9Q2QqKKLeyOpXdgkq6nnGZYnIx6VLpsq00wxZkg=s240-c-k-c0x00ffffff-no-rj,UUjfRXykWQVDSty9_y_vWbBA,743
UCJG9yQ_p-Ca3hoTXf_9cLgA,"[React,Cozy,Jogos Hardcore,Jogos Indies]",Aurore Mayh,https://yt3.ggpht.com/jxwVB-npC3vA8Uyp1KD1PIaSL5BCoTQedKLPqaTOO89WC3B5NjWpsDkbrzqfMgkWKWRvvnxt9g=s240-c-k-c0x00ffffff-no-rj,UUJG9yQ_p-Ca3hoTXf_9cLgA,28585
UCjhMbPEnoSCfqgzrAFe5efQ,"[Só na Conversa,Cozy,Jogos Comfy,Jogos Hardcore,Jogos Indies]",Quem é Mega?,https://yt3.ggpht.com/x0TeD9JoIvNwDV1WZ-jqJtdGrIQ6RdMR8f6Oe5y1eq2eWX6XCZNPssnxtahqUVNoLDZNeFDA0Q=s240-c-k-c0x00ffffff-no-rj,UUjhMbPEnoSCfqgzrAFe5efQ,584167
UCJQUvD5Qer362GGSv1rcz5Q,"[Só na Conversa,React,Roleplay,Adulto,Jogos Competitivos,Jogos Indies,Jogos de Terror,VRChat,Karaoke,ASMR]",PJLOBINHO,https://yt3.ggpht.com/lg-xuW4G6SQz2JmBBgHsz0cZjkMP8o7nCP8FUe6_kpYc_xYc-QctoOkrj3wjXaBN9zPDEscI=s240-c-k-c0x00ffffff-no-rj,UUJQUvD5Qer362GGSv1rcz5Q,40938
UCJU5qPLXegp33tSDw-riANA,"[Só na Conversa,React,Cozy,Jogos Comfy,Jogos Competitivos,Jogos de Terror,Minecraft,Karaoke,Arte]",Niikkio,https://yt3.ggpht.com/30CsuLdHppzmIlOyjQK05IL4BxBCE8TNH0N_sywBABXCXRIDQ0yRGiXrSXBIraEUIBs7VQ8xejE=s240-c-k-c0x00ffffff-no-rj,UUJU5qPLXegp33tSDw-riANA,134384
UCjvhL1fd9jcqR1vdNFEVqWg,"[React,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Roblox]",Ryo Kohakai,https://yt3.ggpht.com/F1vCbeDGSdaZKwv194Vbku27yk4fRq1t_8wuE0JzvOueXHBNKrM68a0soONsqfVYPY_N-Rwy4Q=s240-c-k-c0x00ffffff-no-rj,UUjvhL1fd9jcqR1vdNFEVqWg,363254
UCJwvEybxwweqQhzg8z9vUkg,"[Só na Conversa,Roleplay,Jogos Comfy,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft]",Alfar,https://yt3.ggpht.com/1027G0GmgItZdO0sFkEl3Vcl1APSF7xRvVKUUBrltd3evs8xM3HlZmuvf2TqmsrDCTOwY3_-=s240-c-k-c0x00ffffff-no-rj,UUJwvEybxwweqQhzg8z9vUkg,165715
UCKF8IQcFdzyBEkzqvSXHoBg,"[Só na Conversa,React,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft]",Khassak,https://yt3.ggpht.com/3exl_ByEZqXYIBRM9p9fl18AnVSrASYYJp1D3AIley8-quuhcPrFoM955Oo9540lbK3S4kE_Yw=s240-c-k-c0x00ffffff-no-rj,UUKF8IQcFdzyBEkzqvSXHoBg,97973
UCkH2OI5nTbIqlWsS-pD1mwA,"[Só na Conversa,React,Cozy,ASMR]",Agnes Kairi,https://yt3.ggpht.com/dLjQEmQ2fPybGXKSMjeYBtbLrO-cB1Ph58x_BIo7nK8N6sBjBzE_YKPwYyxysQXW-qXoOiUNzw=s240-c-k-c0x00ffffff-no-rj,UUkH2OI5nTbIqlWsS-pD1mwA,276759
UCKHfaAdYBtUnKVFd6Xc99Ew,"[Só na Conversa,Cozy,Jogos Comfy,Jogos Indies,Jogos de Terror,Arte]",Pampuri,https://yt3.ggpht.com/X3icLuXyvNmg3DwaVt4Bod-Yj4ntIpNmG2TuKuDPUEeF3GmDsOqPaw9WRrBO1r0fjbaSS9B_=s240-c-k-c0x00ffffff-no-rj,UUKHfaAdYBtUnKVFd6Xc99Ew,227192
UCkqrBXgX2uj_p2BeaG4T83w,"[Só na Conversa,Opinião,React,Jogos Comfy]",panshee,https://yt3.ggpht.com/oLkWvZhciyCr9r8jT51f22Af2shgR5kGaUWIfRjvMBoiu4lgl6iaQZUFgV3czSGivoSpxCkx-w=s240-c-k-c0x00ffffff-no-rj,UUkqrBXgX2uj_p2BeaG4T83w,589694
UCKR1snfbfMFQcTgvGM3-2Xw,"[Cozy,Jogos Comfy,Jogos Indies,Minecraft,Arte]",Allaer Salvoro,https://yt3.ggpht.com/MV_6V-WjZ85EmfvzHKj3UArK-Z5n2N3spO8nplpZsuHBZj3U2ayf5Jv0skiZ7SNu1AgTtHwDmw=s240-c-k-c0x00ffffff-no-rj,UUKR1snfbfMFQcTgvGM3-2Xw,97067
UCl-d6M3s0TZrIDyksbdm4rg,"[Só na Conversa,React,Roleplay,Jogos Indies,Jogos de Terror,Minecraft,Roblox,Karaoke,ASMR]",Rolf,https://yt3.ggpht.com/clDGlsZc181WbeZGhhBtfmvw27KucSR2mwy5CWO910crljhSuNwxIr3UCswsnD4GTnfyyPwq=s240-c-k-c0x00ffffff-no-rj,UUl-d6M3s0TZrIDyksbdm4rg,127642
UCLF50lv9bIbnyLdZA9Eo-Xg,"[Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft]",Kata Kyonai,https://yt3.ggpht.com/xVdt32SF4SEtYYtlkE-FBmyiY_FKtsJkZgpGJz0vUy4g9KCQaTTRTldTPeZbNngSsKVBPvmC=s240-c-k-c0x00ffffff-no-rj,UULF50lv9bIbnyLdZA9Eo-Xg,11549
UClJDPLqgC_hcWexhemRtGFQ,"[Só na Conversa,React,Roleplay,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Roblox,VRChat,ASMR,Arte]",Fumi san,https://yt3.ggpht.com/h0miYk7UVUT552MWRM6uwZ05Rp7sEtjuk3GDfyJeB73AsFs48HU3uX3Updc6PgODIv_7ihkwmw=s240-c-k-c0x00ffffff-no-rj,UUlJDPLqgC_hcWexhemRtGFQ,109902
UClVlftQy0W4j94EEmeyS0tg,"[Só na Conversa,Cozy,Jogos Comfy,Jogos Hardcore,Jogos Indies,Jogos de Terror,Minecraft,Roblox]",LuriZeero,https://yt3.ggpht.com/oekh8xqKkGnfc6AkZHO86SF7ZqMu0_nGVYlS2snt6cNO_2RPB8EugLSdb8PB0B_BdJEuB0QwHg=s240-c-k-c0x00ffffff-no-rj,UUlVlftQy0W4j94EEmeyS0tg,39096
UCM2rBT0XjF8miUJ0qkrrOVQ,"[Só na Conversa,Opinião,Minecraft]",Nine Demon,https://yt3.ggpht.com/2bLfdS07gCzrMzO_WA2NK5sNBCXeTNRFS865IkuGzbcf_g63V7n_-U2SJkXXGWAZvwHcacCfZME=s240-c-k-c0x00ffffff-no-rj,UUM2rBT0XjF8miUJ0qkrrOVQ,31580
UCMhlv6ThIO0BLJW0UgnmuHw,"[Só na Conversa,Jogos Comfy,Jogos Competitivos,Jogos de Terror,Karaoke,Arte]",Burrinha Bocó,https://yt3.ggpht.com/epydrSNUFvDaJmKWTtpBxdrBPeOq8KH6X-Zk122Uox9ErRb_E5Hr34R5lvASbbUSM5h6YjAa=s240-c-k-c0x00ffffff-no-rj,UUMhlv6ThIO0BLJW0UgnmuHw,27227
UCMJnJit_vs6H45AuUVe6P5w,"[Só na Conversa,React,Podcast,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror]",RickGPengy,https://yt3.ggpht.com/nYkphiZzQFSaJLusRee4TzdGKpHTxXYW-Yisv40RjA4HqnMZWMoU4xY-XAEhG5NlX2_lc_tepw=s240-c-k-c0x00ffffff-no-rj,UUMJnJit_vs6H45AuUVe6P5w,43232
UCmQhwPRY02xM9DTrDDW9s3w,"[Só na Conversa,Cozy,Jogos Hardcore,Jogos Indies,Arte]",Zé Madera,https://yt3.ggpht.com/OQ7OcyHwipZN-KVCfPWcPA4e6Zkf6qArk4DA-kYZP4eghjs-zt2RVggRHBboj3Fszp_QeHDc4Ag=s240-c-k-c0x00ffffff-no-rj,UUmQhwPRY02xM9DTrDDW9s3w,140062
UCmuOpZcOpKdOueWPo7pHKkA,"[Só na Conversa,Jogos Comfy,Jogos Indies,Jogos de Terror,VRChat]",Rickxyy,https://yt3.ggpht.com/at3AiFYuyXnRvUrwKtdU-ptXe4s2TvklL31WldTyUhBioYUZRrY6weZSnyleIylT2AkzIPia_zA=s240-c-k-c0x00ffffff-no-rj,UUmuOpZcOpKdOueWPo7pHKkA,5352087
UCmX05X0JLG3mrNOtc1Q9tww,"[Só na Conversa,React,Cozy,Jogos Comfy,Jogos Indies,Jogos de Terror,Minecraft,Roblox]",Nahime ch.,https://yt3.ggpht.com/ZyHlVzSv2NvnydERVrb27elLIFJY3GvXgQKnYp2B7n6X3j2Lb_3rb89TN6jGTVcJ2n0QjIr-tcU=s240-c-k-c0x00ffffff-no-rj,UUmX05X0JLG3mrNOtc1Q9tww,290051
UCnd5yEOGATMrmF-JEZ72-lw,"[Só na Conversa,Podcast,Jogos Indies,Minecraft]",SINBA!,https://yt3.ggpht.com/xe6mP7jJ2NIsOedCHX1r2V3g0hejXavkTHy9EC1hEkeKxmfxr7bxlZPIxDLGf6UmHSVQOC0LeA=s240-c-k-c0x00ffffff-no-rj,UUnd5yEOGATMrmF-JEZ72-lw,11959
UCnQYd4EAL39MEOyQPZ1GPfg,"[Só na Conversa,Opinião,React,Cozy,Adulto,Jogos Comfy,Jogos Hardcore,Jogos Indies,Jogos de Terror,Minecraft,Roblox,VRChat,Karaoke]",Wapina_Kinasta,https://yt3.ggpht.com/DURTgndI70yA6j_4M8fRvA7PNL58LU0e9m9VXqnOfmAG8VFpjiDhcWuRLBN7G-3eNsm77r87=s240-c-k-c0x00ffffff-no-rj,UUnQYd4EAL39MEOyQPZ1GPfg,2708
UCo24qQYVeVrnYPtg9W6p-6w,"[Só na Conversa,React,Roleplay,Jogos Indies,Minecraft]",Plumerina,https://yt3.ggpht.com/C7ZDKQDbivm62HvmI1n_4IvWoupxCxbWB3RTvVn8vAgMXSoMZ0CuF2lC2Adyk7BrDb4cmU9SUg=s240-c-k-c0x00ffffff-no-rj,UUo24qQYVeVrnYPtg9W6p-6w,1980792
UCoccXqJaDNlpo7ttPbxj_rw,"[Só na Conversa,React,Jogos Comfy,Jogos Competitivos,Jogos de Terror,Minecraft,VRChat]",Lully Pop Channel,https://yt3.ggpht.com/UEn20YW3uBOYSQRQZOe8Dpw036WavmMTvXdaml1B0XEh3Qnne-4mx4IOHoQ9hhCJWcdoKJRIm-g=s240-c-k-c0x00ffffff-no-rj,UUoccXqJaDNlpo7ttPbxj_rw,585019
UCPBc5GdD4Nk0ly65MYq5QxA,"[Só na Conversa,React,Jogos de Terror,Minecraft,Roblox]",Pricernot,https://yt3.ggpht.com/GhuUeeFIqn2lCMqoTrDYC5ZVIz-hF03CJajhyp8rRJOTtRSY0R4yI1AFc_qh4e7c9Vf84_tlMw=s240-c-k-c0x00ffffff-no-rj,UUPBc5GdD4Nk0ly65MYq5QxA,22354524
UCPDFy17EjuOVQpmuSg_4rzA,"[Só na Conversa,React,Roleplay,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Roblox,Karaoke]",MeHoly,https://yt3.ggpht.com/uprOMJSjj9U2s_o5cvSDau0s8oP8BE6iHMZXZx66Aa0fGl72KRpoGMho1bfAINjM99kYCXWB=s240-c-k-c0x00ffffff-no-rj,UUPDFy17EjuOVQpmuSg_4rzA,23437
UCPl2aUzphkUrEmgYyu25dRQ,"[Jogos Hardcore,Jogos Indies,Minecraft]",Ayahoii,https://yt3.ggpht.com/saPLnog7T_j_TvPl6VqYttJiGSkVYkm4GoE6QNeolc-MIIXCnZxRl82IZTyJ0WFF4FvHmRQe0Q=s240-c-k-c0x00ffffff-no-rj,UUPl2aUzphkUrEmgYyu25dRQ,110910
UCPoFBNcrXG8nH3UUm_Krmlg,"[Só na Conversa,React,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Roblox,Arte]",Baion,https://yt3.ggpht.com/3m5--lbjZAULiW8Z8JJEq1julxgMOTJqJeC5BFsHL9b6TouCirvTTtE4dwSSvsI7UkUm_RKWd6E=s240-c-k-c0x00ffffff-no-rj,UUPoFBNcrXG8nH3UUm_Krmlg,44822
UCpwncrENeQPUbSR1Kl_zygw,"[Só na Conversa,Jogos Comfy,Jogos Indies,Arte]",vt_Luma,https://yt3.ggpht.com/nRTbAB20hFiL5UtgnHl_tr0AryHD6KqPTpyIQP7vwRfCjidyCfQyRcx_Z_P_uTtX6Mfy6bEs8g=s240-c-k-c0x00ffffff-no-rj,UUpwncrENeQPUbSR1Kl_zygw,44796
UCQ12X-Q7vOdsbmjxf7DkaNA,"[Só na Conversa,Jogos Competitivos,Jogos Indies,Jogos de Terror]",Nyx Khaosi,https://yt3.ggpht.com/Ztseri1UZ3qWEi7EorW3N2LF4en4ga7mwXDthFoM9-i3ItQ7pS6wj2lt80hGk1jARmwSOK-6=s240-c-k-c0x00ffffff-no-rj,UUQ12X-Q7vOdsbmjxf7DkaNA,56174
UCQ7OiRAdJCm-EkgLbrb272w,"[Só na Conversa,React,Roleplay,Cozy,Jogos Comfy,Jogos Competitivos,Roblox]",Amefuri,https://yt3.ggpht.com/yEtV-yBobk8a7zCnHemg9VOmGcpWp8v3PmmYb7iy3ccoiI5VTSTTnVGQ4qCORvPlQai3Fy4d=s240-c-k-c0x00ffffff-no-rj,UUQ7OiRAdJCm-EkgLbrb272w,1046
UCqugYrvzDV89EN3pefw0zYQ,"[Só na Conversa,React,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Roblox,ASMR]",Liebe Akuma,https://yt3.ggpht.com/hoWwFi2YZjVYxlDpjzKsOsbRXEYgm4PDSZRltqw4HH6-HCgdXOs-ahje-8usgVNF_6hlIpWO8gs=s240-c-k-c0x00ffffff-no-rj,UUqugYrvzDV89EN3pefw0zYQ,151677
UCRaXYbTUAYN4GK2guDpxN0w,"[GFE,Roleplay,Roblox,Só na Conversa]",Inana Cake,https://yt3.ggpht.com/46SqQLdFSwG6xHE1XJ2PUuwd4_TPv7goH_nDGv_7Pwkrd1ztr9R5eGRo_wQ33SG6Bak_74_A=s240-c-k-c0x00ffffff-no-rj,UURaXYbTUAYN4GK2guDpxN0w,127508
UCrBTsL5RJ7E0ZkVkQoowMrw,"[Só na Conversa,Roleplay,Jogos Competitivos]",Leo Kishibe,https://yt3.ggpht.com/qjv-EYgWs3KaeOFrAvQLeo6Sd87GRtWrVkjz5latIEKchuv4C7OFEhoAffaqT68d9bZz6kSW5A=s240-c-k-c0x00ffffff-no-rj,UUrBTsL5RJ7E0ZkVkQoowMrw,1209390
UCRgkOvLSpbNEEe2-Xt_El4A,"[Só na Conversa,React,Cozy,Jogos Comfy,Jogos Competitivos,Jogos Indies,Jogos de Terror,Roblox]",Yuunyu,https://yt3.ggpht.com/y_i1rGVImWPGuUVeq8zMgDl8J5RtVi5y4tpEZ60zYbVwIilPV_CvL12V9eN5r52YQmp_j99rUkY=s240-c-k-c0x00ffffff-no-rj,UURgkOvLSpbNEEe2-Xt_El4A,128447
UCs23DCMFi1Q62BnVlDNJ_Mw,"[Só na Conversa,Opinião,React,Roleplay,Cozy,Jogos Comfy,Jogos Competitivos,Jogos Indies,Karaoke]",Hibiscoito,https://yt3.ggpht.com/9qk8orGVVDJcBp09wKQtOEGIAjOFi4jMZedyw-jHtqGgC98LjFWvoqWV8-nn1o6BMbuZDp-SWcM=s240-c-k-c0x00ffffff-no-rj,UUs23DCMFi1Q62BnVlDNJ_Mw,667006
UCS6HZTDc7_4acetfYOJwKLg,"[Só na Conversa,Opinião,React,Cozy,Jogos Comfy,Jogos Indies,Jogos de Terror,Minecraft,Roblox,Karaoke]",RhysandVT,https://yt3.ggpht.com/T-q-30v3YRIWb20sCQY0MCzzo1w7e88rPWcfXSshGlCQucnoNhS0d5T9a4NrEM4ksH3Y-uc4=s240-c-k-c0x00ffffff-no-rj,UUS6HZTDc7_4acetfYOJwKLg,26832
UCtcH8r-8l59QhgNE5plnwgw,"[Cozy,Jogos Comfy,Só na Conversa,Jogos Indies,Arte,Jogos Competitivos,Podcast,React]",Moori,https://yt3.ggpht.com/PF58gaNrjh4CBd_-i74F0HIzLp9vVlNP_-NXTsHiVJ1nGwkNCSuIZyuY6GggghVr6Sx6gQUe=s240-c-k-c0x00ffffff-no-rj,UUtcH8r-8l59QhgNE5plnwgw,1888871
UCTDhviD6p8MkN2ZXtijSWFg,"[Jogos Comfy,Jogos Indies,Jogos de Terror,Minecraft,Roblox]",Aizen Nozomi,https://yt3.ggpht.com/xD9GQXurBqyQaMTmvMlDKVN3Xe78apUrXZ6PoSL9Tai2zjfj18oeozacL3NlvNVO00fCTMgg=s240-c-k-c0x00ffffff-no-rj,UUTDhviD6p8MkN2ZXtijSWFg,74328
UCtFfhJVh8Jllbf87pJ0s3YA,"[Só na Conversa,React,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos de Terror,Roblox,VRChat,Karaoke,Arte]",Isys,https://yt3.ggpht.com/wlULVTyGueSfOgm-RfGfub2kgG3YK7x8h9CuIG7MLwvQ03ITFEkVXuY7WKjbyjF3unv85nxwOZ8=s240-c-k-c0x00ffffff-no-rj,UUtFfhJVh8Jllbf87pJ0s3YA,12441
UCTOlA909tAlU3hKBVOqnuew,"[Só na Conversa,React,Roleplay,GFE,Karaoke,ASMR]",Carolita,https://yt3.ggpht.com/H1-62Xj4qyyRkEH90QRS-jNskoqBFS_xrVTUOWGGRp72tEtngmwtCQgeXABJ-Nhrb4rY4XB0MQ=s240-c-k-c0x00ffffff-no-rj,UUTOlA909tAlU3hKBVOqnuew,1338351
UCU4xowbPC3fuyNJupG8A9og,"[Só na Conversa,Jogos Indies,Jogos de Terror,Roblox,Karaoke,Arte]",Cantinho da Titia Ashley,https://yt3.ggpht.com/IH68myqobxGOf4wGlEn65woHi1rB8q6gIam5VnoDN5_U2D6ZlyjSKjBbcvb1h4sgsmXAMg5Q=s240-c-k-c0x00ffffff-no-rj,UUU4xowbPC3fuyNJupG8A9og,2106568
UCUAqFfLaediucCMaL_6QVeQ,"[Só na Conversa,React,Jogos Comfy,Jogos Hardcore,Jogos Indies,Jogos de Terror]",Freppis,https://yt3.ggpht.com/6TKr7TSBa3hCtUnIx252ync2JSV_ay-ZwLV1iZj7ax3af4wx0MRQUNScDVGUkw9WDqcuoZRFfg=s240-c-k-c0x00ffffff-no-rj,UUUAqFfLaediucCMaL_6QVeQ,345571
UCuC09YZ6_J99ia50XcthWuQ,"[Só na Conversa,React,Roleplay,Cozy,Adulto,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,ASMR]",Naokon,https://yt3.ggpht.com/SX9uC11bcgtkOtxdG0y_e7-u_jnGYMwQ_YdGgbmHQsqChfpZZ8OkwjiofBwa98HOx2LPZqxhdg=s240-c-k-c0x00ffffff-no-rj,UUuC09YZ6_J99ia50XcthWuQ,44415
UCuCUFS88ipaZAbM_rpGpSsA,"[React,Jogos Comfy,Jogos Hardcore,Jogos Indies,Jogos de Terror,Arte]",Lady Dandeliion,https://yt3.ggpht.com/p7tS_rJAREmaDAkmat7d0BNw9x_r1VC-1IBIOzp55Z7CPduxKVH7w7K5xqyc1Cx7h4KZcwlV32k=s240-c-k-c0x00ffffff-no-rj,UUuCUFS88ipaZAbM_rpGpSsA,13957
UCuNBmA21RobRBFLlwakMXSw,"[Só na Conversa,React,Cozy,Jogos Comfy,Jogos Hardcore,Jogos Indies,Jogos de Terror,VRChat]",Jessikirby Lives,https://yt3.ggpht.com/OxVi4K8Kxfd0s425URaYcpX6ywC1mIkdV6jR3zeeZrABn4czzuapiO2EnByQFk6qVi_Xsh9w=s240-c-k-c0x00ffffff-no-rj,UUuNBmA21RobRBFLlwakMXSw,55316
UCUrHWXJe_mfHFt8USIwH09g,"[Só na Conversa,React,Roleplay,Cozy,Adulto,Jogos Comfy,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Arte]",Madame Ruby,https://yt3.ggpht.com/69-P1iRnq-T0BEuWlv7uRLovH-UNpsemgeMBSlUBM_kx3PLUbiJgByWYmxNR5ADOXtT5EnDW=s240-c-k-c0x00ffffff-no-rj,UUUrHWXJe_mfHFt8USIwH09g,27384
UCUTCBP8xn_OS3SYgi1wkyig,"[Jogos Indies,Jogos de Terror,Minecraft,VRChat]",ponzu,https://yt3.ggpht.com/GVrA0NXeYcEYWbJHq3t3JvUjhukAvj72bRaq7AfefN6f7qkSPq3x-Ae91H0gWtzdTlKqo5H1_Q=s240-c-k-c0x00ffffff-no-rj,UUUTCBP8xn_OS3SYgi1wkyig,484965
UCV6MFrPI41wIYl3oqw1-r0A,"[Só na Conversa,Jogos Comfy,Jogos Indies,Jogos de Terror,Karaoke,Arte]",Hoshino Nanami,https://yt3.ggpht.com/xKODJ2DJbcaaOlegOoRY5SH1GKuFumN9faw0eP9UGJTMEaznQAky0NVsZD8Q8OtvX-3WTiuyjp0=s240-c-k-c0x00ffffff-no-rj,UUV6MFrPI41wIYl3oqw1-r0A,61443
UCv87-hCBmdindZxYMB0gXZA,"[Só na Conversa,Opinião,React,Podcast,Roleplay,Cozy,Jogos Comfy,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Roblox,Karaoke,Arte]",Changzinea,https://yt3.ggpht.com/yN2Sl4B06wpO0gNJhuXAGDiWqRncOu2vE8CgyJarWNN1s7M87_X7BiR6mHzvZBVPpOdJ4HbvCA=s240-c-k-c0x00ffffff-no-rj,UUv87-hCBmdindZxYMB0gXZA,90653
UCvDiTjCjUORUW6jYp3tHt6Q,"[Só na Conversa,Jogos Comfy,Jogos Indies,Jogos de Terror,Minecraft,Roblox]",Shinjiro,https://yt3.ggpht.com/kGNlklWi7SB_Yzowv1u5eddJe846vK-fnFLIvG_oyPNMJQkmC_glplOvSsv3bLjZ-CUl57sUsg=s240-c-k-c0x00ffffff-no-rj,UUvDiTjCjUORUW6jYp3tHt6Q,20917
UCVoUCOwfnhCRfPP3Ijf9efw,"[Só na Conversa,React,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Roblox,VRChat,Karaoke,ASMR]",oNandoNando,https://yt3.ggpht.com/KydX3oO6ZliZhBIYz6xaW87s25Q0nPxcDu8bcD-pmceP_wTqWbu_sKPGcZZRgRnas5t_AGonvg=s240-c-k-c0x00ffffff-no-rj,UUVoUCOwfnhCRfPP3Ijf9efw,20546395
UCW_cqYDY_jhiOtBXh4PMBJA,"[Só na Conversa,Jogos Comfy,Jogos Indies,Karaoke,Arte]",V Bubble Gum,https://yt3.ggpht.com/2pLeIGHZdeFYWtadtuXlg4gWTMy2AbOgTSTm0E8eZJznHTsvUWKeRwd2zA6o67SWDcEcCBQCTA=s240-c-k-c0x00ffffff-no-rj,UUW_cqYDY_jhiOtBXh4PMBJA,60746
UCWn0V-Ft8VYcFNAJjRJ7Rlg,"[Só na Conversa,Cozy,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Roblox,Karaoke]",Macchi VT,https://yt3.ggpht.com/wlm25cmoAJp4hR9DRZLKPVyANEi0ozyNkDHlzjA7xQZlU5PgL50ZhP9xx253s77XjdUf1JWl3w=s240-c-k-c0x00ffffff-no-rj,UUWn0V-Ft8VYcFNAJjRJ7Rlg,84564
UCWr-SoeLPqE4uowVHUcZAaQ,"[Só na Conversa,Opinião,React,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos de Terror,Minecraft,VRChat]",Yuki Fantasy,https://yt3.ggpht.com/1qm2jQsrkF95vMdgkVVtG8ntH28IQi4hT2XtGdJBk6Sb_y6C_gJARFxpYv7cVNR4PUh24hdminc=s240-c-k-c0x00ffffff-no-rj,UUWr-SoeLPqE4uowVHUcZAaQ,54942
UCwTry0rM50Z3nagfLOZ3aIQ,"[Só na Conversa,React,Adulto,Jogos Comfy,Jogos Hardcore,Jogos Competitivos,Jogos Indies,Jogos de Terror,Minecraft,Arte]",Lord Van Brave,https://yt3.ggpht.com/QVnLBVrIWU3RCncmNtWM9Ga2VQ99fOzqvWT9UlzxdYCrHE6dl9jXat-Av9_POgTYLdusQnzu=s240-c-k-c0x00ffffff-no-rj,UUwTry0rM50Z3nagfLOZ3aIQ,25793
